profile,sub-profile,tools,ne_yapar,islem,salt_okunur,token,kaynak_kok,domain,operasyon,http,path,apple_aciklama
testflight,,beta_feedback_crash_submissions__crash_log__get,testçi kilitlenme bildirimi → crash log · getir,getir,EVET,68,beta_feedback_crash_submissions,testflight,beta_feedback_crash_submissions.crash_log.get,GET,/v1/betaFeedbackCrashSubmissions/{id}/crashLog,Read the crash log for a beta feedback crash submission.
testflight,,beta_feedback_crash_submissions__delete,testçi kilitlenme bildirimi · sil,sil,HAYIR,62,beta_feedback_crash_submissions,testflight,beta_feedback_crash_submissions.delete,DELETE,/v1/betaFeedbackCrashSubmissions/{id},Delete a beta feedback crash submission.
testflight,,beta_feedback_crash_submissions__get,testçi kilitlenme bildirimi · getir,getir,EVET,94,beta_feedback_crash_submissions,testflight,beta_feedback_crash_submissions.get,GET,/v1/betaFeedbackCrashSubmissions/{id},Read one beta feedback crash submission by ID.
testflight,,beta_feedback_screenshot_submissions__delete,testçi ekran görüntüsü bildirimi · sil,sil,HAYIR,64,beta_feedback_screenshot_submissions,testflight,beta_feedback_screenshot_submissions.delete,DELETE,/v1/betaFeedbackScreenshotSubmissions/{id},Delete a beta feedback screenshot submission.
testflight,,beta_feedback_screenshot_submissions__get,testçi ekran görüntüsü bildirimi · getir,getir,EVET,96,beta_feedback_screenshot_submissions,testflight,beta_feedback_screenshot_submissions.get,GET,/v1/betaFeedbackScreenshotSubmissions/{id},Read one beta feedback screenshot submission by ID.
testflight,,beta_groups__app__get,beta grubu → uygulama · getir,getir,EVET,55,beta_groups,testflight,beta_groups.app.get,GET,/v1/betaGroups/{id}/app,Read the app for a beta group.
testflight,,build_beta_details__build__get,build beta ayrıntısı → build · getir,getir,EVET,138,build_beta_details,builds,build_beta_details.build.get,GET,/v1/buildBetaDetails/{id}/build,Read the build for a build beta detail.
testflight,,build_beta_details__get,build beta ayrıntısı · getir,getir,EVET,85,build_beta_details,builds,build_beta_details.get,GET,/v1/buildBetaDetails/{id},Read one build beta detail by ID.
testflight,,build_beta_details__list,build beta ayrıntısı · listele,listele,EVET,141,build_beta_details,builds,build_beta_details.list,GET,/v1/buildBetaDetails,List build beta details.
testflight,,build_beta_details__update,build beta ayrıntısı · güncelle,güncelle,HAYIR,55,build_beta_details,builds,build_beta_details.update,PATCH,/v1/buildBetaDetails/{id},Update a build beta detail.
testflight,,builds__beta_app_review_submission__get,build → beta inceleme gönderimi · getir,getir,EVET,64,builds,builds,builds.beta_app_review_submission.get,GET,/v1/builds/{id}/betaAppReviewSubmission,Read the beta app review submission for a build.
testflight,,builds__beta_build_localizations__list,build → TestFlight build notu · listele,listele,EVET,84,builds,builds,builds.beta_build_localizations.list,GET,/v1/builds/{id}/betaBuildLocalizations,List the beta build localizations belonging to a build.
testflight,,builds__beta_build_usages__metrics,build → build kullanımı · ölçüm getir,ölçüm getir,EVET,99,builds,builds,builds.beta_build_usages.metrics,GET,/v1/builds/{id}/metrics/betaBuildUsages,"Read beta build usages metrics for a build. Returns aggregated time-series data, not individual records."
